loss,acc,categorical_accuracy,val_loss,val_acc,val_categorical_accuracy,param_index
0.6351910908654353,0.6666959524154663,0.3531230390071869,0.6368377919173372,0.666666567325592,0.33391693234443665,1
0.6334626261507992,0.6666759848594666,0.3563477694988251,0.6352123196550455,0.6666432023048401,0.3549066483974457,9
0.6364936414087466,0.6660452485084534,0.3455069661140442,0.640130697260725,0.666666567325592,0.3374912440776825,2
0.6344498412279606,0.6666358113288879,0.3549456298351288,0.6354396706725256,0.666666567325592,0.3457293510437012,4
0.6354431271574517,0.666645884513855,0.3566645681858063,0.6401205237048915,0.666666567325592,0.3299236297607422,6
0.6343106637316301,0.666655957698822,0.35218632221221924,0.6361409084056789,0.666666567325592,0.3535516560077667,8
0.6361770762769309,0.6659989953041077,0.34989842772483826,0.6394552363706723,0.6666665077209473,0.3247966170310974,5
0.6353451112915098,0.6666158437728882,0.3519136607646942,0.6387023880832114,0.666666567325592,0.3245878517627716,3
0.6351947376685416,0.6666659116744995,0.345636785030365,0.6383788572808738,0.666666567325592,0.327545166015625,0
0.6343994235144619,0.6666659116744995,0.3553880453109741,0.6381629051323445,0.666666567325592,0.3379116952419281,7
